metric,explain,linguistic_label,k400_label,domain_label
f1493116,3_Year_Hispanic_Female_Births=2016-18,Births Deaths and Infant Mortality Rates,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1498819,#_Designted_Toxic_Site_Under_Control=2019,,,
f1498919,#Designated_Toxic_Site_Not_Under_Control=2019,,,
f1525010,Population_in_Group_Homes_for_Adults=2010,Hospital Service Distribution and Institutional Care,Population in Group Homes for Adults,
f1525110,#_Vacant_Housing_Units=2010,Housing Unit Occupancy and Characteristics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",
f1525210,#_Owner_Occupied_Housing_Units=2010,Housing Unit Occupancy and Characteristics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",
f1525319,#_Community_Health_Centers=2019,,,
f1525419,#_National_Health_Service_Corps_Sites_with_Providers=2019,,,
f1525519,#_National_Health_Service_Corps_Primary_Care_Sites_with_Provider=2019,,,
f1525619,#_National_Health_Service_Corps_Dental_Sites_with_Providers=2019,,,
f1525719,#_National_Health_Service_Corps_Mental_Health_Site_with_Provider=2019,,,
f1525819,#_National_Health_Service_Corps_Full_Time_Equivalent_Providers=2019,,,
f1525919,#_National_Health_Service_Corps_Full_Time_Equivalent_Primary_Care_Providers=2019,,,
f1526019,#_National_Health_Service_Corps_Full_Time_Equivalent_Dental_Providers=2019,,,
f1526119,#_National_Health_Service_Corps_Full_Time_Equivalent_Mental_Health_Provider=2019,,,
f1526419,#_Days_Air_Quality_is_Measured=2019,Air Quality Monitoring and Toxic Sites,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1526519,#Days_Measured_Air_Quality_Good=2019,Air Quality Monitoring and Toxic Sites,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1526619,%_Good_Air_Quality_Days=2019,Air Quality Monitoring and Toxic Sites,"Urban land area, housing counts, air quality, and Medicare cost metrics (mixed)",
f1527418,#_Hospital_with_Pediatric_Emergency_Depart=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1528818,Medicare_Fee_for_Service_Beneficiaries=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",
f1528918,Medicare_Fee_for_Service_Beneficiaries_Average_Age=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"Socioeconomic status: poverty, income, labor force, education, and health insurance",Medicare costs and inpatient utilization
f1529018,%_Medicare_Fee_for_Service_Beneficiaries_Female=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",
f1529118,%_Medicare_Fee_for_Service_Beneficiaries_Male=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",
f1529218,%_Medicare_Beneficiaries_Eligible_for_Medicaid=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"Socioeconomic status: poverty, income, labor force, education, and health insurance","Poverty prevalence: persons, families, and children"
f1529318,Medicare_Fee_for_Service_Beneficiaries_Average_Hierarchical_Condition_Categories_Score=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"Air quality, elevation, Medicare cost and utilization metrics (mixed)",Medicare costs and inpatient utilization
f1529418,Total_Actual_Medicare_Costs=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",
f1529518,Total_Standardized_Medicare_Costs=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"Urban land area, housing counts, air quality, and Medicare cost metrics (mixed)",
f1529618,Total_Standardized_Risk_Adjusted_Medicare_Cost=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"Urban land area, housing counts, air quality, and Medicare cost metrics (mixed)",
f1529718,Actual_Per_Capita_Medicare_Cost=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"Air quality, elevation, Medicare cost and utilization metrics (mixed)",
f1529818,Standardzd_PerCapita_Medicare_Cost=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"Air quality, elevation, Medicare cost and utilization metrics (mixed)",Medicare costs and inpatient utilization
f1529918,Standardized_Risk_Adjusted_Per_Capita_Medicare_Cost=2018,Medicare Beneficiary Coverage and Healthcare Utilization,Children without health insurance by poverty level,
f1530018,Inpatient_Actual_Medicare_Costs=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",
f1530118,Inpatient_Active_Cost_as_%_of_Total_Active_Cost=2018,Hospital and Long Term Care Utilization,Medicare inpatient cost ratios,
f1530218,Inpatient_Per_Capita_Actual_Medicare_Cost=2018,Medicare Beneficiary Coverage and Healthcare Utilization,Medicare inpatient cost ratios,
f1530318,Medicare_Beneficiary_Inpatient_User_with_Covered_Stay=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",Rural low-income households and Medicare utilisation
f1530418,Inpatient_Per_User_Actual_Medicare_Cost=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1530518,%_Medicare_Beneficiaries_Using_Inpatient_Service=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"Air quality, elevation, Medicare cost and utilization metrics (mixed)",Medicare costs and inpatient utilization
f1530618,Medicare_Beneficiaries_Acute_Hospital_Readmission=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
f1530718,Medicare_Beneficiaries_Hospital_Readmission_Rate=2018,Medicare Beneficiary Coverage and Healthcare Utilization,"Air quality, elevation, Medicare cost and utilization metrics (mixed)",
f1530818,Medicare_Beneficiaries_Emergency_Department_Visits=2018,Hospital and Long Term Care Utilization,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",Rural low-income households and Medicare utilisation
f1530918,Emergency_Department_Visits_per_One_Thousand_Medicare_Beneficiaries=2018,Hospital and Long Term Care Utilization,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",Pre-pandemic mortality and preventable hospitalisation
f1531013,Certified_Registered_Nurse_Anesthesia_Male=2013,Anesthesia Healthcare Provider Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1531113,Certified_Registered_Nurse_Anesthesia_Female=2013,Anesthesia Healthcare Provider Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1531213,Certified_Registered_Nurse_Anesthesia_<_35=2013,Anesthesia Healthcare Provider Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1531313,Certified_Registered_Nurse_Anesthesia_35_44=2013,Anesthesia Healthcare Provider Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1531413,Certified_Registered_Nurse_Anesthesia_45_54=2013,Anesthesia Healthcare Provider Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1531513,Certified_Registered_Nurse_Anesthesia_55_64=2013,Anesthesia Healthcare Provider Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1531613,Certified_Registered_Nurse_Anesthesia_65_+=2013,Anesthesia Healthcare Provider Workforce Demographics,Certified Registered Nurse Anesthesia 65 +,
f1531713,Physician_Assistants_<_35=2013,Physician Assistant Workforce Demographics and Specialties,Physician assistants total workforce by sex,
f1531813,Physician_Assistants_35_44=2013,Physician Assistant Workforce Demographics and Specialties,Physician assistants total workforce by sex,
f1531913,Physician_Assistants_45_54=2013,Physician Assistant Workforce Demographics and Specialties,Physician assistants total workforce by sex,
f1532013,Physician_Assistants_55_64=2013,Physician Assistant Workforce Demographics and Specialties,Physician assistants total workforce by sex,
f1532113,Physician_Assistants_65_+=2013,Physician Assistant Workforce Demographics and Specialties,Physician assistants total workforce by sex,
f1532418,#_Hospital_with_Advanced_Practice_Registered_Nurse_Physician_Assist=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1532518,#_Hospital_with_American_Community_Survey_Cancer_Program_Approved=2018,Hospital Services and Facility Types,Hospital radiation oncology and cancer program services,
f1532618,#_Hospital_with_American_Community_Survey_Cancer_Program_Approved=2018,,,
f1532718,#_Hospital_with_Commission_on_Accreditation_of_Rehabilitation_Facilities_Accreditation=2018,Hospital Services and Facility Types,# Hospital with Commission on Accreditation of Rehabilitation Faciliti,
f1532818,#_Hospital_with_Commission_on_Accreditation_of_Rehabilitation_Facilities_Accreditation=2018,,,
f1532918,#_Hospital_with_Det_Norske_Veritas_Accreditation=2018,Hospital Services and Facility Types,# Hospital with Det Norske Veritas Accreditation,
f1533018,#_Hospital_with_Det_Norske_Veritas_Accreditation=2018,,,
f1533113,Physician_Assistants=2013,Physician Assistant Workforce Demographics and Specialties,Physician assistants total workforce by sex,
f1533213,Physician_Assistants_Female=2013,Physician Assistant Workforce Demographics and Specialties,Physician assistants total workforce by sex,
f1533313,Physician_Assistants_Male=2013,Physician Assistant Workforce Demographics and Specialties,Physician assistants total workforce by sex,
f1533414,High_Poverty_Typology_Code=2014,County Economic and Social Classification Types,"Socioeconomic status: poverty, income, labor force, education, and health insurance",Persistent poverty and low-employment typology codes
f1533518,#_Patients_Seen_in_Veteran_Facility=2018,Veterans Hospital Infrastructure and Services,Medicare enrollment (aged and disabled) and veteran patient counts,
f1533618,Veteran_Medical_Medicine_Care_Expenditure(1000's)=2018,Hospital and Long Term Care Utilization,"Veteran population, healthcare utilization, and federal workforce",
f1533814,Days_with_8_hour_Average_Ozone_over_National_Ambient_Air_Quality_Standards=2014,Air Quality Monitoring and Toxic Sites,Ozone air quality days and public health other professional activity,
f1533919,#Designated_Toxic_Site_with_Insufficient_Data=2019,,,
f1537614,#_Disabled_<18_Civilian_Noninstitutional=2014-18,Veteran and Civilian Disability Demographics,Disability status among children and employed civilians,
f1537714,#_Personal_Persons_<_18_Civilian_Noninstitutional=2014-18,Veteran and Civilian Disability Demographics,"Children's health insurance, household size, and birth counts",
f1537814,%_Disabled_<18_Civilian_Noninstitutional=2014-18,Veteran and Civilian Disability Demographics,Disability status among children and employed civilians,
f1537914,#Disabled_18_64_Civilian_Noninstitutional=2014-18,Veteran and Civilian Disability Demographics,"Socioeconomic status: poverty, income, labor force, education, and health insurance","Disability, labor force non-participation, and SSI receipt"
f1538014,#_Personal_Persons_18_64_Civilian_Noninstitutional=2014-18,Veteran and Civilian Disability Demographics,"General adult population by age, sex, health insurance, and household composition",
f1538114,%Disabled_18_64_Civilian_Noninstitutional=2014-18,Veteran and Civilian Disability Demographics,"Socioeconomic status: poverty, income, labor force, education, and health insurance","Disability, labor force non-participation, and SSI receipt"
f1538214,#_Disabled_65+_Civilian_Noninstitutional=2014-18,Veteran and Civilian Disability Demographics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",Rural low-income households and Medicare utilisation
f1538314,#_Personal_Persons_65+_Civilian_Noninstitutional=2014-18,Veteran and Civilian Disability Demographics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",
